Date,Location,Check_Ave,Sales,Item_Count,Year
10/20,Lou's,5.74,"1,340.74",421,1718
10/20,Post Office,17.26,671.85,42,1718
10/20,8:15,4.13,"1,999.59",787,1718
10/20,Tylers,7.44,"4,575.01",1122,1718
10/20,ETC,6.34,"6,570.77",2209,1718
10/20,Cellar,14,"3,875.91",954,1718
10/20,Passport,7.17,"4,318.80",1413,1718
10/21,8:15,4.59,"1,575.51",582,1718
10/21,Cellar,14.92,"4,404.20",1050,1718
10/21,ETC,6.95,"5,759.19",1829,1718
10/21,Passport,6.96,"1,709.78",598,1718
10/22,Dean's Den,6.35,927.33,317,1718
10/22,Tylers,8.12,"3,062.24",705,1718
10/22,Concessions,8.03,586,178,1718
10/22,8:15,4.16,"4,522.88",1723,1718
10/22,Cellar,15.15,"3,682.57",882,1718
10/22,ETC,6.87,"7,459.34",2877,1718
10/23,Tylers,7.12,"4,680.70",1218,1718
10/23,Passport,6.97,"5,758.35",1694,1718
10/23,ETC,6.27,"7,957.24",2648,1718
10/23,8:15,4.04,"5,361.10",2079,1718
10/23,Lou's,6.49,"3,906.00",1240,1718
10/23,Cellar,16.02,"1,839.76",457,1718
10/23,Dean's Den,5.81,765.91,281,1718
10/23,Post Office,8.21,365.69,49,1718
10/24,Lou's,5.83,"3,593.90",1163,1718
10/24,Post Office,9.32,360.55,45,1718
10/24,ETC,6.08,"7,857.68",2624,1718
10/24,Passport,7.21,"5,976.59",1835,1718
10/24,Tylers,7.13,"5,226.11",1335,1718
10/24,Cellar,15.23,"2,358.11",575,1718
10/24,8:15,4.01,"5,243.23",2031,1718
10/24,Dean's Den,5.87,868.87,322,1718
10/25,ETC,6.51,"8,598.49",2887,1718
10/25,Tylers,7.13,"5,267.53",1382,1718
10/25,Passport,7.08,"6,070.25",1835,1718
10/25,Cellar,14.18,"3,865.12",853,1718
10/25,Dean's Den,6.02,950.29,329,1718
10/25,Post Office,8.27,380.15,53,1718
10/25,8:15,4.01,"5,207.06",1994,1718
10/25,Lou's,5.86,"3,655.37",1174,1718
10/26,Post Office,8.39,275.84,35,1718
10/26,8:15,4.01,"3,694.05",1414,1718
10/26,Passport,7.31,"5,417.82",1730,1718
10/26,ETC,5.98,"7,612.94",2607,1718
10/26,Lou's,6.12,"3,119.01",956,1718
10/26,Tylers,7.17,"4,283.94",1142,1718
10/26,Dean's Den,5.74,917.64,314,1718
10/26,Cellar,16.39,"2,073.71",463,1718
10/27,Cellar,19.58,"3,208.73",729,1718
10/27,ETC,6.45,"7,126.37",2401,1718
10/27,Passport,7.32,"4,328.67",1382,1718
10/27,Post Office,16.45,507.24,32,1718
10/27,8:15,4.36,"1,805.48",689,1718
10/27,Lou's,5.72,"1,161.83",376,1718
10/27,Tylers,7.03,"3,646.72",966,1718
10/28,Concessions,7.64,"6,645.00",1868,1718
10/28,Passport,7.27,"1,043.77",339,1718
10/28,Concessions,7.34,"8,389.00",2430,1718
10/28,Cellar,14.8,"3,085.49",804,1718
10/28,8:15,4.16,"1,107.50",417,1718
10/28,ETC,6.33,"5,752.73",1921,1718
10/29,Cellar,15.05,"3,854.53",949,1718
10/29,Dean's Den,6.01,750.88,260,1718
10/29,8:15,4.12,"3,982.92",1504,1718
10/29,ETC,7.34,"7,613.95",2400,1718
10/29,Tylers,8.08,"3,044.44",742,1718
10/30,Post Office,7.41,362.82,57,1718
10/30,Lou's,6.28,"3,742.53",1148,1718
10/30,ETC,6.67,"8,980.65",2952,1718
10/30,Passport,7.07,"5,503.14",1655,1718
10/30,Tylers,7.26,"4,850.40",1221,1718
10/30,Cellar,14.24,"1,757.83",480,1718
10/30,8:15,4.1,"5,423.70",2099,1718
10/30,Dean's Den,6.91,"1,285.03",453,1718
10/31,Dean's Den,5,689.59,262,1718
10/31,Lou's,5.93,"3,276.23",999,1718
10/31,Post Office,10.31,431.7,46,1718
10/31,Tylers,7.27,"4,546.74",1171,1718
10/31,Cellar,15.04,"1,876.20",452,1718
10/31,8:15,4.01,"5,108.49",1969,1718
10/31,ETC,5.98,"7,532.86",2639,1718
10/31,Passport,7.29,"5,513.14",1722,1718
11/1,8:15,3.98,"4,905.23",1901,1718
11/1,Tylers,7.25,"4,730.60",1205,1718
11/1,ETC,5.94,"7,815.08",2596,1718
11/1,Passport,7.13,"5,868.75",1811,1718
11/1,Cellar,14.76,"3,584.11",810,1718
11/1,Dean's Den,5.76,835.69,301,1718
11/1,Lou's,6.09,"3,880.66",1226,1718
11/1,Post Office,19,586.77,33,1718
11/2,Dean's Den,6.09,"1,157.51",391,1718
11/2,Lou's,5.85,"2,983.10",1000,1718
11/2,Post Office,11.56,416.14,37,1718
11/2,8:15,4.18,"4,338.40",1662,1718
11/2,Tylers,6.81,"4,663.31",1204,1718
11/2,Cellar,15.79,"3,352.05",810,1718
11/2,ETC,6.35,"8,307.28",2865,1718
11/2,Passport,7.04,"5,656.30",1732,1718
11/3,Passport,7.36,"4,775.72",1510,1718
11/3,8:15,4,"1,923.23",758,1718
11/3,Tylers,6.84,"3,324.39",876,1718
11/3,Cellar,13.34,"3,232.40",808,1718
11/3,Lou's,5.45,"1,309.93",411,1718
11/3,Dean's Den,0,0,,1718
11/3,Post Office,11.06,285.64,32,1718
11/3,ETC,6.19,"6,508.55",2114,1718
11/4,ETC,6.75,"5,720.08",1860,1718
11/4,Concessions,8.2,730,241,1718
11/4,Passport,7.23,"1,225.74",406,1718
11/4,8:15,4.27,"1,351.47",490,1718
11/4,Cellar,14.98,"4,068.93",1074,1718
11/4,Concessions,5.84,181,60,1718
11/5,Tylers,8.52,"3,205.93",787,1718
11/5,ETC,6.96,"7,550.32",2533,1718
11/5,Cellar,14.08,"3,160.55",826,1718
11/5,Dean's Den,5.98,972.89,333,1718
11/5,8:15,4.23,"4,640.72",1769,1718
11/6,Post Office,7.5,328.89,49,1718
11/6,8:15,4.12,"5,361.61",2104,1718
11/6,Tylers,7,"4,859.83",1290,1718
11/6,Lou's,6.19,"4,017.28",1299,1718
11/6,ETC,6.31,"8,518.40",2797,1718
11/6,Passport,6.89,"5,411.50",1685,1718
11/6,Cellar,16.35,"1,967.89",475,1718
11/6,Dean's Den,6.43,"1,181.71",413,1718
11/7,Cellar,15.55,"2,573.18",604,1718
11/7,Passport,7.41,"5,503.89",1732,1718
11/7,ETC,6.21,"8,195.86",2725,1718
11/7,Dean's Den,5.51,896.93,320,1718
11/7,Post Office,16.68,565.12,36,1718
11/7,8:15,3.94,"5,143.14",2035,1718
11/7,Lou's,5.77,"3,797.88",1224,1718
11/7,Tylers,6.92,"4,673.68",1259,1718
11/8,8:15,4.1,"5,131.07",1942,1718
11/8,Post Office,14.29,354.94,26,1718
11/8,Concessions,0,0,,1718
11/8,ETC,6.48,"7,806.34",2581,1718
11/8,Passport,7.01,"5,658.79",1717,1718
11/8,Lou's,5.91,"3,995.66",1247,1718
11/8,Cellar,14.54,"3,721.37",824,1718
11/8,Tylers,7.04,"4,532.09",1227,1718
11/8,Dean's Den,5.79,937.42,344,1718
11/9,Cellar,13.41,"2,338.60",568,1718
11/9,ETC,6.38,"8,024.57",2606,1718
11/9,Dean's Den,5.57,990.76,364,1718
11/9,Post Office,10.94,163.87,16,1718
11/9,Passport,6.88,"5,049.50",1612,1718
11/9,Lou's,6.13,"3,127.39",965,1718
11/9,Tylers,6.98,"4,146.81",1103,1718
11/9,8:15,4.17,"3,972.55",1513,1718
11/10,Post Office,35.18,878.28,31,1718
11/10,Concessions,8.49,"6,589.00",1813,1718
11/10,Lou's,6.72,"1,315.87",432,1718
11/10,Passport,7.45,"4,266.65",1375,1718
11/10,Tylers,7.32,"4,171.74",1110,1718
11/10,Cellar,15.02,"3,251.44",800,1718
11/10,Concessions,7.8,"7,700.00",2126,1718
11/10,ETC,6.25,"6,623.94",2241,1718
11/10,8:15,4.07,"1,786.92",688,1718
11/11,8:15,4.28,"1,203.19",443,1718
11/11,ETC,6.75,"5,066.19",1620,1718
11/11,Passport,7.61,"1,173.63",408,1718
11/11,Cellar,14.7,"3,502.63",846,1718
11/12,8:15,4.12,"4,187.57",1606,1718
11/12,Tylers,8.59,"3,079.47",732,1718
11/12,ETC,7.12,"7,523.20",2450,1718
11/12,Cellar,14.51,"2,967.63",769,1718
11/12,Dean's Den,6.76,998.67,353,1718
11/12,Passport,0,0,,1718
11/13,Lou's,6.03,"3,902.07",1204,1718
11/13,Dean's Den,6.14,"1,134.93",398,1718
11/13,Concessions,5.76,"4,075.00",1097,1718
11/13,Concessions,5.58,"2,576.00",712,1718
11/13,Post Office,13.34,478.09,50,1718
11/13,Tylers,6.65,"4,457.08",1176,1718
11/13,Cellar,15.41,"2,012.40",526,1718
11/13,8:15,4.04,"5,264.34",2051,1718
11/13,Passport,7.04,"5,507.92",1659,1718
11/13,ETC,6.83,"8,736.26",2881,1718
11/14,8:15,4,"5,119.71",2005,1718
11/14,Tylers,6.77,"4,627.73",1234,1718
11/14,Cellar,14.91,"2,645.99",643,1718
11/14,Passport,7.39,"5,590.83",1663,1718
11/14,ETC,6.27,"7,976.69",2641,1718
11/14,Lou's,5.84,"3,427.09",1088,1718
11/14,Dean's Den,5.69,857.61,311,1718
11/14,Post Office,18.87,490.7,27,1718
11/15,Lou's,5.75,"3,925.34",1238,1718
11/15,Dean's Den,6.03,855.93,311,1718
11/15,Post Office,13.5,337.44,30,1718
11/15,Concessions,7.05,832,272,1718
11/15,Tylers,6.81,"4,607.48",1193,1718
11/15,Concessions,6.36,782,259,1718
11/15,Cellar,13.19,"2,967.95",696,1718
11/15,8:15,4.07,"4,788.86",1835,1718
11/15,ETC,6.44,"8,092.34",2684,1718
11/15,Passport,7.01,"5,817.03",1820,1718
11/16,ETC,6.43,"8,026.10",2682,1718
11/16,Passport,7.15,"4,929.36",1504,1718
11/16,8:15,4.15,"3,941.54",1495,1718
11/16,Tylers,6.97,"4,308.76",1131,1718
11/16,Cellar,14.39,"2,631.91",639,1718
11/16,Dean's Den,5.22,897.09,329,1718
11/16,Lou's,6.1,"3,016.40",948,1718
11/16,Post Office,22.08,572.78,30,1718
11/17,Lou's,6,"1,312.54",415,1718
11/17,Post Office,11.63,266.17,27,1718
11/17,8:15,4.23,"1,884.33",727,1718
11/17,Passport,7.08,"4,094.60",1325,1718
11/17,Tylers,7.3,"3,593.89",990,1718
11/17,ETC,6.35,"6,561.59",2143,1718
11/17,Cellar,15.78,"2,986.46",754,1718
11/18,Concessions,7.26,"7,680.00",2312,1718
11/18,Cellar,15.16,"3,686.23",892,1718
11/18,ETC,6.91,"5,699.39",1858,1718
11/18,Concessions,6.89,"5,950.00",1794,1718
11/18,8:15,4.08,"1,299.85",498,1718
11/18,Passport,7.05,914.8,334,1718
11/19,8:15,4.12,"3,487.60",1317,1718
11/19,Tylers,7.85,"2,323.45",586,1718
11/19,ETC,6.74,"6,805.09",2256,1718
11/19,Cellar,15.38,"3,128.60",792,1718
11/19,Dean's Den,5.74,991.71,355,1718
11/20,Cellar,14.46,"2,051.70",483,1718
11/20,ETC,6.77,"7,790.59",2563,1718
11/20,Passport,6.8,"4,696.70",1597,1718
11/20,Dean's Den,5.89,862.91,324,1718
11/20,Post Office,30.66,"1,101.92",45,1718
11/20,Lou's,6.28,"3,018.18",938,1718
11/20,8:15,4.28,"3,802.34",1418,1718
11/20,Tylers,6.81,"3,387.82",897,1718
11/21,Post Office,14.82,369.21,30,1718
11/21,Passport,6.89,"3,252.77",1128,1718
11/21,ETC,7.68,"3,993.12",1288,1718
11/21,8:15,4.16,"1,605.59",618,1718
11/21,Lou's,5.53,"1,278.93",398,1718
11/21,Tylers,7.48,"4,134.69",1111,1718
11/22,Post Office,7.17,14.33,2,1718
11/22,Tylers,7.63,923.05,265,1718
11/25,Concessions,8.71,"8,451.00",2344,1718
11/25,Concessions,8.62,"8,676.00",2439,1718
11/26,Passport,0,0,,1718
11/26,ETC,7.83,"4,905.51",1532,1718
11/27,Tylers,7,"3,850.23",990,1718
11/27,ETC,6.8,"8,554.38",2730,1718
11/27,Passport,6.84,"4,923.87",1581,1718
11/27,8:15,3.94,"4,647.70",1835,1718
11/27,Cellar,14.93,"1,531.80",431,1718
11/27,Dean's Den,6.24,969.97,361,1718
11/27,Lou's,6.11,"3,792.05",1206,1718
11/27,Post Office,15.12,876.07,72,1718
11/28,Lou's,5.86,"3,664.49",1210,1718
11/28,Post Office,10.21,305.33,34,1718
11/28,Cellar,16.03,"1,858.31",418,1718
11/28,Tylers,7.29,"4,906.42",1274,1718
11/28,ETC,6.34,"8,263.46",2755,1718
11/28,8:15,4.04,"5,318.61",2092,1718
11/28,Dean's Den,6.16,756.16,262,1718
11/28,Passport,7.18,"5,129.46",1627,1718
11/29,ETC,6.33,"7,573.36",2480,1718
11/29,Passport,6.78,"5,724.18",1779,1718
11/29,Concessions,6.47,"3,282.00",951,1718
11/29,Cellar,14.11,"4,522.47",922,1718
11/29,Dean's Den,6.29,884.06,318,1718
11/29,Post Office,19.62,490.45,27,1718
11/29,Lou's,6.03,"3,767.98",1191,1718
11/29,Tylers,7,"4,336.25",1120,1718
11/29,8:15,4.11,"5,082.38",1959,1718
11/29,Concessions,6.75,"3,341.00",961,1718
11/30,Post Office,13.08,391.63,31,1718
11/30,8:15,4.01,"4,005.22",1566,1718
11/30,Tylers,7.11,"4,151.31",1097,1718
11/30,Passport,7.1,"5,408.29",1676,1718
11/30,Cellar,16.79,"3,011.29",748,1718
11/30,ETC,6.62,"8,450.92",2811,1718
11/30,Dean's Den,5.14,738.5,266,1718
11/30,Lou's,5.8,"3,181.32",1029,1718
12/1,Concessions,5.3,302,102,1718
12/1,Cellar,15.47,"2,562.75",631,1718
12/1,ETC,6.69,"7,259.73",2356,1718
12/1,Post Office,14.04,546.14,44,1718
12/1,Dean's Den,3.98,3.98,2,1718
12/1,8:15,4.17,"1,966.39",767,1718
12/1,Concessions,6.44,206,68,1718
12/1,Passport,7.25,"4,349.33",1438,1718
12/1,Lou's,6.35,"1,212.23",382,1718
12/1,Tylers,7.07,"3,118.33",826,1718
12/2,Passport,7.16,"1,046.69",373,1718
12/2,8:15,4.21,"1,794.44",693,1718
12/2,ETC,7.06,"5,698.93",1833,1718
12/2,Cellar,14.21,"3,548.71",926,1718
12/3,Cellar,15.23,"2,637.25",698,1718
12/3,Dean's Den,6.18,893.91,328,1718
12/3,Passport,0,0,,1718
12/3,ETC,6.68,"6,891.34",2336,1718
12/3,8:15,4.19,"4,796.18",1835,1718
12/3,Tylers,8.36,"3,488.26",841,1718
12/4,Post Office,18.67,"1,192.02",74,1718
12/4,8:15,4.01,"5,110.01",2041,1718
12/4,ETC,6.6,"7,682.53",2509,1718
12/4,Passport,7.1,"5,272.42",1668,1718
12/4,Lou's,5.67,"3,585.98",1143,1718
12/4,Cellar,18.65,"2,312.24",554,1718
12/4,Dean's Den,5.34,911.46,332,1718
12/4,Tylers,7.24,"4,027.48",1027,1718
12/5,Dean's Den,5.12,805.63,318,1718
12/5,Lou's,5.84,"3,442.92",1099,1718
12/5,Post Office,16.7,750.1,59,1718
12/5,8:15,4.17,"5,438.52",2093,1718
12/5,Tylers,6.78,"4,187.68",1106,1718
12/5,ETC,5.82,"6,805.84",2329,1718
12/5,Passport,7.25,"4,729.64",1499,1718
12/5,Cellar,14.93,"1,737.09",408,1718
12/6,Concessions,5.97,388,126,1718
12/6,Tylers,6.71,"3,758.80",1000,1718
12/6,8:15,4.08,"5,133.37",1954,1718
12/6,Cellar,15.04,"2,832.50",659,1718
12/6,Passport,6.85,"5,281.14",1633,1718
12/6,Lou's,6.06,"3,538.48",1154,1718
12/6,Dean's Den,5.7,779.07,269,1718
12/6,Concessions,7.73,232,76,1718
12/6,Post Office,16.82,588.39,48,1718
12/6,ETC,6.54,"7,265.94",2351,1718
12/7,Lou's,5.61,"2,772.41",927,1718
12/7,8:15,4.08,"3,944.18",1552,1718
12/7,Tylers,7.05,"3,711.21",982,1718
12/7,Passport,6.86,"4,848.46",1519,1718
12/7,Dean's Den,6.25,989.5,334,1718
12/7,ETC,6.62,"7,455.12",2407,1718
12/7,Post Office,14.2,494.2,43,1718
12/7,Cellar,17.51,"3,168.27",770,1718
12/8,Tylers,6.83,"2,735.98",716,1718
12/8,Passport,6.95,"3,749.10",1240,1718
12/8,8:15,4.11,"2,111.98",826,1718
12/8,Cellar,15.19,"3,180.78",802,1718
12/8,ETC,7.79,"7,899.95",2468,1718
12/8,Lou's,6.39,"1,373.04",437,1718
12/8,Post Office,33.99,985.31,34,1718
12/9,Cellar,17.17,"3,557.60",952,1718
12/9,Passport,7.54,"1,482.14",511,1718
12/9,ETC,7.25,"6,677.51",2174,1718
12/9,8:15,4.48,"2,694.28",1039,1718
12/10,Tylers,8.42,"2,184.96",512,1718
12/10,ETC,6.8,"7,017.87",2299,1718
12/10,Concessions,5.71,"3,943.00",1568,1718
12/10,Cellar,19.79,"1,562.16",393,1718
12/10,8:15,4.28,"4,736.28",1832,1718
12/10,Concessions,5.99,"4,107.00",1534,1718
12/10,Dean's Den,5.97,474.06,182,1718
12/11,Post Office,20.2,"1,291.69",80,1718
12/11,8:15,4.07,"5,028.66",2012,1718
12/11,Lou's,6.62,"2,548.33",842,1718
12/11,Tylers,6.89,"3,084.02",822,1718
12/11,ETC,6.08,"6,791.16",2309,1718
12/11,Cellar,12.28,"1,028.34",302,1718
12/11,Dean's Den,6.1,838.96,302,1718
12/11,Passport,7.56,"4,078.02",1384,1718
12/12,Cellar,16.07,"1,035.22",261,1718
12/12,Dean's Den,5.41,596.93,206,1718
12/12,ETC,7.12,"6,784.65",2166,1718
12/12,Passport,6.66,"3,113.95",1095,1718
12/12,Post Office,17.76,940.45,78,1718
12/12,Tylers,6.9,"2,791.06",754,1718
12/12,Lou's,5.95,"2,042.80",660,1718
12/12,8:15,4.18,"4,189.49",1612,1718
12/13,Post Office,15.89,905.43,64,1718
12/13,Tylers,6.82,"2,750.23",731,1718
12/13,8:15,4.02,"4,491.61",1811,1718
12/13,Passport,7.41,"3,114.64",1072,1718
12/13,Cellar,14.49,860.47,267,1718
12/13,ETC,6.22,"6,143.98",2087,1718
12/13,Dean's Den,5.27,518.93,199,1718
12/13,Lou's,6.35,"1,962.46",653,1718
12/14,ETC,6.51,"6,720.83",2199,1718
12/14,Post Office,17.77,905.63,66,1718
12/14,Lou's,5.95,"1,998.68",672,1718
12/14,8:15,4.13,"4,352.38",1787,1718
12/14,Passport,7.17,"3,047.61",1046,1718
12/14,Tylers,6.89,"3,189.53",867,1718
12/15,Post Office,20.84,"1,166.65",66,1718
12/15,Passport,7.22,"2,677.70",924,1718
12/15,ETC,7.03,"5,567.31",1816,1718
12/15,Lou's,5.71,"1,086.30",372,1718
12/15,8:15,4.06,"1,665.35",700,1718
12/15,Tylers,6.66,"2,430.90",678,1718
12/16,8:15,4.44,656.24,258,1718
12/16,Passport,8.46,618.49,221,1718
12/16,ETC,7.99,"3,314.09",1018,1718
12/17,8:15,4.24,"1,457.81",569,1718
12/17,Tylers,7.81,832.69,196,1718
12/17,ETC,8.5,"3,480.39",1193,1718
12/18,Lou's,6.14,564.93,172,1718
12/18,Post Office,22.03,"2,731.07",146,1718
12/18,8:15,4.3,"1,049.97",416,1718
12/18,Tylers,6.87,"1,250.66",350,1718
12/18,ETC,9.35,"3,837.65",1259,1718
12/18,Passport,9.37,"1,546.78",521,1718
12/19,Tylers,6.68,664.96,202,1718
12/19,Concessions,7.59,"4,768.00",1329,1718
12/19,8:15,4.98,382.62,147,1718
12/19,Passport,7.38,767.38,272,1718
12/19,Lou's,6.01,193.71,62,1718
12/19,Dean's Den,2.38,2.38,2,1718
12/19,Concessions,7.43,"4,531.00",1297,1718
12/19,Post Office,20.34,"1,464.19",84,1718
12/19,ETC,8.28,"2,145.73",727,1718
12/20,Passport,6.05,601.57,219,1718
12/20,ETC,10.27,"1,357.40",429,1718
12/20,8:15,6.04,228.34,87,1718
12/20,Tylers,6.78,605.76,186,1718
12/20,Post Office,12.92,516.61,43,1718
12/21,ETC,5.49,177.7,72,1718
12/21,Tylers,7.49,391.33,118,1718
12/21,Passport,6.78,356.2,134,1718
12/21,8:15,6.06,49.13,16,1718
12/21,Post Office,14.94,567.74,51,1718
12/22,Post Office,7.2,7.2,1,1718
12/26,Post Office,19.87,158.94,9,1718
12/27,Post Office,16.55,49.65,3,1718
12/28,Post Office,37.94,113.82,3,1718
12/29,Post Office,20.31,81.16,5,1718
12/30,Concessions,7.79,"5,643.00",1626,1718
12/30,Concessions,7.64,"5,540.00",1578,1718
1/2,ETC,5.31,83.3,34,1718
1/2,8:15,3.74,159.92,66,1718
1/2,Tylers,6.67,555.25,181,1718
1/2,Post Office,12.37,234.98,22,1718
1/3,ETC,8.54,159.83,59,1718
1/3,Concessions,6.54,157,50,1718
1/3,Post Office,15.71,267.11,20,1718
1/3,8:15,4.47,167.56,65,1718
1/3,Tylers,6.54,700.1,217,1718
1/3,Concessions,4.47,134,45,1718
1/4,Tylers,7.34,171.17,60,1718
1/5,ETC,5.86,79.4,27,1718
1/5,Tylers,7.37,617.01,187,1718
1/5,8:15,4.37,136.6,58,1718
1/5,Post Office,27.63,442.06,19,1718
1/6,Concessions,7.48,987,320,1718
1/6,Concessions,9.71,738,243,1718
1/8,8:15,5.53,297.54,111,1718
1/8,Post Office,19.05,399.58,23,1718
1/8,ETC,5.01,165.46,74,1718
1/8,Cellar,0,0,1,1718
1/9,Lou's,0,0,,1718
1/9,Post Office,140.58,"2,811.69",22,1718
1/9,8:15,4.94,306.5,119,1718
1/9,Concessions,6.8,"3,331.00",920,1718
1/9,Concessions,7.47,"3,606.00",1013,1718
1/9,ETC,5.83,308.41,108,1718
1/10,8:15,4.87,343.04,129,1718
1/10,Cellar,0,0,,1718
1/10,ETC,7.09,209.21,90,1718
1/10,Post Office,14.42,273.84,25,1718
1/11,Post Office,16.65,283.01,17,1718
1/11,8:15,4.79,273.78,104,1718
1/11,Passport,0,0,,1718
1/11,ETC,9.28,448.85,122,1718
1/12,8:15,4.85,268.25,102,1718
1/12,ETC,9.4,494.49,156,1718
1/12,Lou's,0,0,,1718
1/12,Post Office,9.38,158.34,20,1718
1/13,Concessions,7.71,"5,388.00",1557,1718
1/13,Concessions,7.53,"5,356.00",1546,1718
1/14,ETC,9.01,"6,796.92",2099,1718
1/14,Concessions,7.44,424,139,1718
1/14,Concessions,7.29,751,245,1718
1/15,Post Office,9.85,227.71,25,1718
1/15,Tylers,6.15,"3,364.45",959,1718
1/15,8:15,4.25,542.8,222,1718
1/15,ETC,8.06,"8,635.85",2610,1718
1/15,Lou's,0,0,,1718
1/15,Cellar,15.16,"2,156.98",473,1718
1/15,Dean's Den,6.91,407.71,142,1718
1/16,Cellar,15.37,"2,049.66",486,1718
1/16,ETC,7.65,"9,524.91",2885,1718
1/16,Passport,6.95,"5,031.20",1564,1718
1/16,Dean's Den,6.26,626.07,206,1718
1/16,Post Office,11.1,600.7,63,1718
1/16,8:15,3.83,"2,771.29",1111,1718
1/16,Tylers,6.81,"3,589.54",963,1718
1/16,Lou's,5.6,"3,478.38",1177,1718
1/17,Post Office,7.35,279.49,44,1718
1/17,Concessions,0,0,,1718
1/17,Tylers,6.95,"3,996.03",1094,1718
1/17,Lou's,5.79,"3,612.60",1163,1718
1/17,Cellar,13.97,"3,042.93",752,1718
1/17,Passport,7.06,"4,668.36",1415,1718
1/17,Dean's Den,6.4,749.21,261,1718
1/17,8:15,3.87,"3,059.55",1204,1718
1/17,ETC,6.95,"8,059.39",2541,1718
1/18,Cellar,17.26,"2,850.64",633,1718
1/18,Passport,7.13,"4,648.16",1385,1718
1/18,ETC,7.16,"8,535.35",2691,1718
1/18,8:15,3.93,"2,598.34",986,1718
1/18,Tylers,6.71,"4,017.69",1067,1718
1/18,Dean's Den,5.79,700.4,256,1718
1/18,Post Office,9.51,336.27,39,1718
1/18,Lou's,5.64,"2,941.42",957,1718
1/19,Post Office,26.01,"1,087.63",45,1718
1/19,Lou's,5.87,975.99,315,1718
1/19,Cellar,16.74,"4,582.57",1080,1718
1/19,ETC,7.09,"7,594.07",2339,1718
1/19,8:15,4,"1,526.09",604,1718
1/19,Tylers,7.17,"3,832.49",1020,1718
1/19,Passport,7.1,"3,997.18",1254,1718
1/20,Concessions,6.99,"5,446.00",1591,1718
1/20,Concessions,6.82,"4,592.00",1344,1718
1/20,8:15,4.15,975.98,381,1718
1/20,Cellar,15.42,"5,045.81",1163,1718
1/20,Passport,7.5,"2,013.10",741,1718
1/20,ETC,7.36,"7,026.76",2180,1718
1/21,8:15,4.22,"2,456.49",936,1718
1/21,Tylers,8.76,"2,536.66",586,1718
1/21,Concessions,6.6,601,198,1718
1/21,ETC,7.35,"7,881.01",2470,1718
1/21,Cellar,14.39,"3,574.98",860,1718
1/21,Dean's Den,6.24,891.81,333,1718
1/21,Concessions,7.44,454,150,1718
1/22,Lou's,6.06,"4,173.79",1381,1718
1/22,Dean's Den,6.22,"1,112.20",412,1718
1/22,Post Office,8.73,336.95,46,1718
1/22,Concessions,0.33,3,3,1718
1/22,8:15,3.87,"3,962.36",1572,1718
1/22,ETC,7,"10,302.52",3349,1718
1/22,Cellar,18.11,"2,303.63",533,1718
1/22,Tylers,7.49,"4,983.71",1252,1718
1/22,Passport,7.11,"5,907.87",1833,1718
1/23,Concessions,0,0,0,1718
1/23,Tylers,7.44,"5,132.91",1310,1718
1/23,8:15,4,"4,198.12",1622,1718
1/23,Cellar,12.37,"2,853.80",655,1718
1/23,ETC,6.95,"10,086.03",3410,1718
1/23,Passport,6.74,"5,732.51",1847,1718
1/23,Lou's,6,"4,042.26",1295,1718
1/23,Dean's Den,6.1,860.54,319,1718
1/23,Post Office,13.6,485.76,41,1718
1/23,Concessions,0.3,3,3,1718
1/24,Lou's,5.62,"4,216.83",1383,1718
1/24,Post Office,13.26,449.29,35,1718
1/24,ETC,7.2,"9,519.96",3139,1718
1/24,Passport,6.88,"6,004.77",1904,1718
1/24,Concessions,0,0,,1718
1/24,Concessions,5.13,318,104,1718
1/24,8:15,4.01,"4,355.64",1717,1718
1/24,Cellar,14.23,"4,961.69",1045,1718
1/24,Dean's Den,5.49,762.84,300,1718
1/24,Tylers,7.64,"4,949.11",1294,1718
1/24,Concessions,5.48,241,79,1718
1/25,Cellar,17.21,"3,749.01",888,1718
1/25,Passport,7.21,"5,715.58",1811,1718
1/25,ETC,7.01,"9,988.62",3241,1718
1/25,Tylers,7.14,"4,614.61",1182,1718
1/25,8:15,3.93,"3,308.76",1332,1718
1/25,Dean's Den,5.4,756.5,272,1718
1/25,Lou's,5.72,"3,562.37",1159,1718
1/25,Post Office,15.01,522.84,36,1718
1/26,Post Office,9.38,455.24,54,1718
1/26,8:15,4.23,"1,725.63",688,1718
1/26,Tylers,7.47,"3,850.10",981,1718
1/26,Lou's,5.64,853.42,265,1718
1/26,ETC,7.17,"8,869.65",2904,1718
1/26,Cellar,14.94,"3,440.17",860,1718
1/26,Passport,7.31,"4,835.21",1565,1718
1/27,Cellar,15.87,"4,672.05",1178,1718
1/27,Passport,7.43,"1,596.99",563,1718
1/27,ETC,7.48,"6,841.35",2186,1718
1/27,8:15,4.32,"1,224.80",463,1718
1/28,8:15,3.89,"3,640.99",1405,1718
1/28,Tylers,8.35,"3,750.91",888,1718
1/28,ETC,7.51,"8,988.14",3160,1718
1/28,Cellar,14.44,"4,073.64",1048,1718
1/28,Dean's Den,6.65,"1,017.80",374,1718
1/29,Cellar,16.41,"2,697.62",649,1718
1/29,ETC,6.84,"9,611.87",3198,1718
1/29,Dean's Den,6.42,"1,295.80",464,1718
1/29,Post Office,11.19,552.95,54,1718
1/29,Lou's,6.03,"5,035.51",1605,1718
1/29,8:15,4.1,"5,137.67",1993,1718
