Date,Location,Check_Ave,Sales,Item_Count,Year
1/12,ETC,12.45,"2,785.69",714,1819
1/12,Concessions,8.05,"1,038.00",337,1819
1/12,8:15,0,0,,1819
1/13,Tylers,7.87,"2,465.05",603,1819
1/13,ETC,9.37,"11,131.96",3144,1819
1/14,Dean's Den,7.87,809.43,290,1819
1/14,ETC,8.45,"11,189.82",3082,1819
1/14,Lou's,6.2,"3,343.52",1060,1819
1/14,Post Office,68.41,"2,867.20",44,1819
1/14,8:15,4.01,"2,816.36",1056,1819
1/14,Cellar,18.28,"2,390.29",526,1819
1/14,Passport,7.57,"4,416.76",1376,1819
1/14,Tylers,7.9,"3,802.43",919,1819
1/15,8:15,4.07,"3,249.27",1274,1819
1/15,Passport,7.6,"5,573.17",1841,1819
1/15,ETC,7.12,"9,077.81",2731,1819
1/15,Lou's,5.98,"3,416.68",1118,1819
1/15,Tylers,8.06,"4,887.27",1150,1819
1/15,Cellar,16.09,"2,856.11",630,1819
1/15,Dean's Den,6.43,739.67,244,1819
1/15,Post Office,15.29,607.98,43,1819
1/15,Concessions,0,0,0,1819
1/16,Dean's Den,6.97,620.26,196,1819
1/16,Lou's,5.86,"3,538.90",1145,1819
1/16,Post Office,10.86,377.45,39,1819
1/16,Concessions,7.49,"4,286.00",1038,1819
1/16,8:15,4.09,"3,447.17",1301,1819
1/16,Concessions,7.92,"3,549.00",820,1819
1/16,Tylers,7.57,"5,113.07",1267,1819
1/16,Passport,7.44,"5,524.19",1760,1819
1/16,Cellar,15.69,"3,316.32",777,1819
1/16,ETC,6.85,"9,042.20",2663,1819
1/17,8:15,4.14,"3,034.72",1162,1819
1/17,Tylers,7.55,"4,756.27",1133,1819
1/17,ETC,6.94,"9,220.23",2749,1819
1/17,Passport,7.81,"6,101.03",1941,1819
1/17,Dean's Den,6.12,808.31,271,1819
1/17,Lou's,6.28,"3,435.96",1109,1819
1/17,Post Office,11.71,313.07,28,1819
1/17,Cellar,18.28,"3,134.99",677,1819
1/18,Lou's,6.68,"1,203.68",351,1819
1/18,Post Office,10.88,410.25,37,1819
1/18,Tylers,7.96,"3,773.39",919,1819
1/18,8:15,4.05,"1,487.93",580,1819
1/18,Cellar,14.5,"3,979.59",928,1819
1/18,Passport,7.95,"4,190.98",1395,1819
1/18,ETC,7.43,"9,144.80",3376,1819
1/19,Passport,8.02,"1,911.26",669,1819
1/19,ETC,7.41,"7,707.66",2358,1819
1/19,Cellar,14.96,"3,826.06",868,1819
1/19,8:15,4.55,717.19,249,1819
1/20,ETC,7.58,"7,666.76",2347,1819
1/20,8:15,4.23,"1,716.90",641,1819
1/20,Tylers,9.08,"2,220.48",475,1819
1/20,Cellar,15.35,"2,970.78",696,1819
1/20,Dean's Den,7.35,668.58,202,1819
1/21,Passport,0,0,,1819
1/21,ETC,7.58,"8,782.44",2576,1819
1/21,Tylers,8.7,"3,384.41",793,1819
1/21,Cellar,17.53,"2,759.36",631,1819
1/21,Dean's Den,6.88,529.54,178,1819
1/21,Lou's,0,0,,1819
1/21,Post Office,10.72,61.13,8,1819
1/21,8:15,4.22,"2,759.37",1010,1819
1/22,Post Office,12.79,609.79,59,1819
1/22,Tylers,7.85,"5,222.29",1246,1819
1/22,Lou's,6.51,"4,513.22",1437,1819
1/22,8:15,4.32,"4,289.22",1574,1819
1/22,Cellar,20.36,"3,265.14",692,1819
1/22,Dean's Den,6.67,907.44,290,1819
1/22,Passport,7.28,"5,532.10",1808,1819
1/22,ETC,7.29,"10,621.65",3255,1819
1/23,Concessions,5.97,233,77,1819
1/23,ETC,7.9,"12,241.23",3666,1819
1/23,Cellar,15.08,"4,704.85",1066,1819
1/23,Passport,7.39,"5,682.01",1883,1819
1/23,Dean's Den,7.52,954.98,310,1819
1/23,8:15,4.16,"4,256.33",1635,1819
1/23,Post Office,16.73,767.46,49,1819
1/23,Tylers,8,"4,598.20",1064,1819
1/23,Concessions,6.24,106,35,1819
1/23,Lou's,6.22,"4,338.41",1347,1819
1/24,Post Office,8.99,364.28,45,1819
1/24,Lou's,5.86,"3,372.35",1156,1819
1/24,Tylers,7.61,"4,489.48",1092,1819
1/24,8:15,4.17,"3,361.47",1304,1819
1/24,Cellar,15.29,"3,189.92",744,1819
1/24,ETC,7.4,"11,969.05",3631,1819
1/24,Passport,7.45,"5,555.05",1860,1819
1/24,Dean's Den,6.37,770.87,273,1819
1/25,Cellar,15.5,"3,910.91",918,1819
1/25,Post Office,12.78,484.48,40,1819
1/25,Lou's,6.44,"1,083.68",332,1819
1/25,Tylers,8.21,"4,020.64",930,1819
1/25,ETC,7.33,"8,917.67",2763,1819
1/25,Passport,7.64,"4,475.79",1562,1819
1/25,8:15,4.31,"1,851.27",732,1819
1/26,Concessions,9.31,"8,870.00",2042,1819
1/26,Passport,9.05,"1,856.04",617,1819
1/26,ETC,8.39,"9,073.20",2649,1819
1/26,8:15,4.12,"1,009.90",380,1819
1/26,Cellar,16.25,"4,993.39",1128,1819
1/26,Concessions,8.72,"9,039.00",2108,1819
1/27,Dean's Den,7.41,808.23,253,1819
1/27,8:15,4.14,"3,565.13",1364,1819
1/27,ETC,7.99,"10,515.81",3222,1819
1/27,Cellar,15.74,"4,041.92",933,1819
1/27,Tylers,9.46,"3,359.29",735,1819
1/28,Tylers,8.33,"5,027.38",1162,1819
1/28,8:15,4.1,"4,779.51",1806,1819
1/28,Cellar,15.66,"2,798.00",597,1819
1/28,ETC,7.26,"11,191.51",3363,1819
1/28,Passport,7.38,"5,558.02",1747,1819
1/28,Dean's Den,6.94,749.59,273,1819
1/28,Lou's,6.28,"4,587.43",1451,1819
1/28,Post Office,8.79,442.35,60,1819
1/29,Lou's,6.21,"4,353.52",1408,1819
1/29,Dean's Den,7.12,854.94,277,1819
1/29,8:15,4.19,"4,712.46",1731,1819
1/29,Post Office,16.82,652.53,40,1819
1/29,Cellar,15.56,"3,233.56",796,1819
1/29,Tylers,7.92,"5,423.70",1290,1819
1/29,Passport,7.3,"6,060.41",2063,1819
1/29,ETC,7.31,"10,397.83",3278,1819
1/30,Concessions,0,0,,1819
1/30,Passport,7.78,"5,655.10",1924,1819
1/30,Tylers,7.95,"5,320.56",1263,1819
1/30,8:15,4.14,"4,689.14",1764,1819
1/30,ETC,7.81,"11,348.77",3405,1819
1/30,Lou's,6.03,"4,683.45",1430,1819
1/30,Dean's Den,7.07,855.97,287,1819
1/30,Post Office,9.79,329.77,42,1819
1/30,Cellar,16.98,"5,230.50",1077,1819
1/31,Lou's,5.77,"3,149.64",1057,1819
1/31,Post Office,10.24,335.17,34,1819
1/31,ETC,7.61,"10,243.37",3169,1819
1/31,Passport,7.62,"5,740.64",1861,1819
1/31,8:15,4.39,"3,776.89",1439,1819
1/31,Tylers,7.77,"4,459.18",1089,1819
1/31,Dean's Den,6.93,927.71,307,1819
1/31,Cellar,16.07,"2,886.30",652,1819
2/1,Cellar,15.15,"4,058.46",1035,1819
2/1,ETC,7.91,"8,806.59",2675,1819
2/1,Passport,7.8,"4,551.24",1474,1819
2/1,8:15,4.28,"1,748.47",677,1819
2/1,Tylers,7.77,"3,509.81",841,1819
2/1,Lou's,6.45,"1,055.47",319,1819
2/1,Post Office,20.6,"1,004.95",54,1819
2/2,8:15,4.63,"1,264.06",450,1819
2/2,Concessions,8.21,"8,436.00",2295,1819
2/2,ETC,8.01,"7,484.31",2220,1819
2/2,Passport,8.48,"1,699.99",606,1819
2/2,Concessions,8.12,"7,702.00",2036,1819
2/2,Cellar,16.41,"3,838.43",949,1819
2/3,Cellar,17.37,"4,168.06",837,1819
2/3,ETC,8.38,"10,293.18",3282,1819
2/3,Concessions,6.86,528,171,1819
2/3,Dean's Den,7.28,909.81,301,1819
2/3,8:15,4.28,"3,270.67",1174,1819
2/3,Tylers,8.74,"1,979.07",426,1819
2/3,Lou's,0,0,,1819
2/3,Concessions,8,328,109,1819
2/4,Post Office,11.88,530.36,51,1819
2/4,Tylers,7.84,"4,658.95",1104,1819
2/4,Lou's,6.1,"4,839.70",1541,1819
2/4,Cellar,15.94,"2,442.69",578,1819
2/4,8:15,4.14,"5,314.29",2038,1819
2/4,Dean's Den,7.81,960.9,310,1819
2/4,Passport,7.66,"6,054.78",1951,1819
2/4,ETC,7.32,"11,770.54",3597,1819
2/5,ETC,7.09,"11,260.40",3470,1819
2/5,Cellar,16.26,"3,108.59",672,1819
2/5,Dean's Den,7.3,"1,109.63",353,1819
2/5,Passport,6.76,"5,660.82",2106,1819
2/5,8:15,4.18,"5,409.03",2019,1819
2/5,Tylers,8.08,"5,138.62",1199,1819
2/5,Post Office,9.4,364.11,40,1819
2/5,Lou's,6.39,"4,556.95",1491,1819
2/6,Post Office,7.36,249.49,38,1819
2/6,Concessions,8.3,"3,751.00",871,1819
2/6,Lou's,5.98,"4,624.27",1518,1819
2/6,Cellar,15.77,"4,515.69",984,1819
2/6,ETC,7.17,"11,165.63",3438,1819
2/6,Dean's Den,6.33,936.79,302,1819
2/6,Tylers,7.69,"4,899.04",1163,1819
2/6,8:15,4.27,"5,372.02",2054,1819
2/6,Passport,7.08,"5,775.87",2072,1819
2/6,Concessions,8,"4,050.00",937,1819
2/7,Dean's Den,6.34,938.41,320,1819
2/7,Post Office,10.29,357.27,39,1819
2/7,Lou's,6.32,"4,173.80",1356,1819
2/7,8:15,4.29,"4,410.62",1654,1819
2/7,Tylers,8.05,"5,556.31",1333,1819
2/7,Cellar,18.31,"3,742.24",811,1819
2/7,ETC,7.18,"10,574.38",3346,1819
2/7,Passport,7.15,"5,487.35",1869,1819
2/8,8:15,4.34,"2,216.23",835,1819
2/8,Tylers,7.83,"3,813.67",926,1819
2/8,ETC,7.64,"9,156.08",2799,1819
2/8,Cellar,16.93,"5,363.19",1154,1819
2/8,Passport,7.33,"4,638.61",1683,1819
2/8,Lou's,6.25,"1,417.29",460,1819
2/8,Post Office,16.47,542.78,36,1819
2/9,Concessions,8.91,"8,450.00",1928,1819
2/9,Concessions,9.44,"8,769.00",1953,1819
2/9,8:15,4.44,"1,538.11",561,1819
2/9,ETC,7.63,"7,529.53",2364,1819
2/9,Cellar,16.09,"4,009.91",879,1819
2/9,Passport,6.98,"1,965.00",716,1819
2/10,Tylers,9.09,"2,860.65",642,1819
2/10,8:15,4.43,"4,332.95",1602,1819
2/10,Cellar,16.17,"3,289.71",761,1819
2/10,ETC,8.17,"11,232.18",3434,1819
2/10,Dean's Den,7.2,"1,180.50",407,1819
2/11,Lou's,6.3,"4,938.27",1588,1819
2/11,Dean's Den,7.58,"1,069.48",343,1819
2/11,Post Office,10.29,718.05,81,1819
2/11,Passport,7.33,"5,428.94",1881,1819
2/11,8:15,4.17,"5,544.17",2071,1819
2/11,Tylers,7.63,"5,159.55",1234,1819
2/11,Cellar,15.92,"2,732.52",671,1819
2/11,ETC,7.42,"11,624.27",3659,1819
2/12,Passport,7.14,"5,410.79",1850,1819
2/12,ETC,7.94,"11,298.58",3560,1819
2/12,Cellar,18.25,"3,202.29",769,1819
2/12,Tylers,7.93,"5,268.44",1290,1819
2/12,8:15,4.22,"5,289.37",2035,1819
2/12,Dean's Den,7.25,"1,051.21",343,1819
2/12,Lou's,6.26,"4,392.04",1380,1819
2/12,Post Office,14.08,701.49,53,1819
2/13,Lou's,6.89,"4,728.11",1531,1819
2/13,Post Office,8.36,348.15,48,1819
2/13,8:15,4.23,"5,145.02",1942,1819
2/13,ETC,7.97,"12,485.31",4089,1819
2/13,Passport,7.44,"6,123.97",2074,1819
2/13,Cellar,16.09,"4,387.97",1000,1819
2/13,Tylers,7.36,"4,845.53",1196,1819
2/13,Dean's Den,7.38,900.09,296,1819
2/13,Concessions,5.35,214,70,1819
2/13,Concessions,5.8,232,77,1819
2/14,Cellar,18.4,"3,751.91",801,1819
2/14,Passport,7.45,"5,425.15",1835,1819
2/14,Dean's Den,6.66,739.73,248,1819
2/14,Post Office,8.74,330.26,218,1819
2/14,Tylers,7.46,"4,525.86",1139,1819
2/14,ETC,7.53,"10,160.85",3106,1819
2/14,Lou's,5.99,"3,394.60",1097,1819
2/14,8:15,4.4,"4,401.75",1661,1819
2/15,Post Office,8.03,263.74,35,1819
2/15,Tylers,7.2,"4,325.71",1078,1819
2/15,8:15,4.51,"1,989.73",776,1819
2/15,ETC,7.36,"8,737.88",2698,1819
2/15,Passport,7.34,"4,222.21",1522,1819
2/15,Lou's,6.27,"1,499.23",496,1819
2/15,Cellar,16.39,"3,748.90",843,1819
2/16,Passport,8.75,"1,563.09",571,1819
2/16,ETC,7.81,"7,786.87",2346,1819
2/16,Cellar,15.8,"4,846.59",1167,1819
2/16,8:15,4.3,"1,158.99",432,1819
2/17,Tylers,8.77,"2,790.87",638,1819
2/17,Cellar,16.74,"4,194.75",975,1819
2/17,ETC,8.15,"9,323.42",2788,1819
2/17,8:15,4.39,"4,218.54",1565,1819
2/17,Dean's Den,7.55,"1,064.31",336,1819
2/18,Dean's Den,6.94,944,312,1819
2/18,Concessions,0,0,0,1819
2/18,ETC,7.28,"11,813.38",3823,1819
2/18,Passport,7.39,"5,307.43",1837,1819
2/18,8:15,4.19,"5,665.55",2138,1819
2/18,Cellar,15.14,"2,833.56",683,1819
2/18,Tylers,8.08,"5,343.25",1263,1819
2/18,Post Office,10,318.2,35,1819
2/18,Lou's,6.17,"4,871.14",1555,1819
2/19,8:15,4.27,"5,687.38",2152,1819
2/19,Concessions,4.89,621,204,1819
2/19,Cellar,17.32,"3,027.02",692,1819
2/19,Lou's,6.18,"4,651.22",1493,1819
2/19,ETC,7.01,"10,462.23",3263,1819
2/19,Dean's Den,7.06,"1,122.99",367,1819
2/19,Tylers,7.83,"5,092.85",1253,1819
2/19,Post Office,10.77,567.63,52,1819
2/19,Concessions,0,0,,1819
2/19,Passport,6.88,"5,574.50",1978,1819
2/20,Dean's Den,6.86,"1,049.98",354,1819
2/20,Lou's,6.45,"3,859.99",1231,1819
2/20,Concessions,7.67,"3,925.00",888,1819
2/20,Post Office,13.73,301.21,32,1819
2/20,Tylers,7.91,"4,406.39",1076,1819
2/20,8:15,4.17,"5,165.67",1949,1819
2/20,Cellar,15.9,"4,933.44",1039,1819
2/20,Concessions,7.87,"3,691.00",861,1819
2/20,ETC,7.6,"11,222.64",3319,1819
2/20,Passport,7.66,"4,897.12",1646,1819
2/21,8:15,4.2,"4,508.52",1716,1819
2/21,Tylers,7.68,"4,807.68",1195,1819
2/21,Concessions,7.83,180,58,1819
2/21,Concessions,4.65,307,96,1819
2/21,Passport,7.12,"5,048.53",1820,1819
2/21,ETC,7.2,"10,332.36",3232,1819
2/21,Cellar,17.52,"3,639.29",799,1819
2/21,Lou's,5.95,"3,713.13",1175,1819
2/21,Dean's Den,7.05,"1,113.58",369,1819
2/21,Post Office,20.1,539.22,31,1819
2/21,Concessions,6.81,286,95,1819
2/22,Lou's,6.44,"1,192.49",376,1819
2/22,Post Office,14.12,493.39,36,1819
2/22,8:15,4.28,"1,854.09",711,1819
2/22,ETC,7.46,"9,409.65",3165,1819
2/22,Cellar,15.43,"4,083.57",922,1819
2/22,Tylers,7.7,"3,687.65",908,1819
2/22,Passport,7.05,"3,607.09",1346,1819
2/23,ETC,7.96,"7,689.90",2222,1819
2/23,Passport,8.78,"1,624.10",586,1819
2/23,8:15,4.43,"1,330.74",484,1819
2/23,Concessions,6.16,"2,727.00",898,1819
2/23,Cellar,15.82,"4,569.27",1055,1819
2/24,Concessions,5.27,501,164,1819
2/24,Concessions,6.38,523,171,1819
2/24,Cellar,15.04,"3,156.82",749,1819
2/24,Concessions,6.8,510,168,1819
2/24,ETC,8.06,"10,489.38",3124,1819
2/24,8:15,4.21,"4,601.09",1727,1819
2/24,Dean's Den,8.28,"1,241.69",396,1819
2/24,Tylers,9.15,"3,259.48",741,1819
2/25,Cellar,16.86,"2,720.74",612,1819
2/25,ETC,7.2,"11,961.91",3578,1819
2/25,Passport,6.71,"5,230.72",1906,1819
2/25,Dean's Den,7.01,"1,009.38",340,1819
2/25,8:15,4.15,"5,875.85",2236,1819
2/25,Concessions,3.9,82,28,1819
2/25,Post Office,7.65,290.21,42,1819
2/25,Lou's,6.19,"5,172.87",1693,1819
2/25,Tylers,7.84,"5,011.19",1207,1819
2/26,Post Office,8.8,246.37,32,1819
2/26,Tylers,7.74,"5,048.02",1253,1819
2/26,8:15,4.06,"5,454.24",2110,1819
2/26,Lou's,6.15,"4,570.39",1504,1819
2/26,Cellar,17.21,"3,455.15",749,1819
2/26,ETC,7.11,"11,695.12",3695,1819
2/26,Passport,6.89,"5,607.30",1949,1819
2/26,Dean's Den,6.93,"1,060.49",313,1819
2/27,Cellar,21.16,"5,137.04",1027,1819
2/27,Passport,7.03,"5,413.68",1977,1819
2/27,Dean's Den,5.94,909.1,297,1819
2/27,Concessions,0,0,,1819
2/27,Post Office,24.08,600.2,30,1819
2/27,Tylers,7.82,"5,014.29",1211,1819
2/27,ETC,7.22,"11,351.98",3391,1819
2/27,Lou's,6.07,"4,568.71",1446,1819
2/27,8:15,4.14,"5,588.80",2183,1819
2/28,Post Office,9.29,332.88,40,1819
2/28,Passport,6.99,"5,397.35",1981,1819
2/28,8:15,4.17,"4,300.12",1681,1819
2/28,Tylers,7.77,"5,031.20",1241,1819
2/28,ETC,6.91,"10,349.14",3190,1819
2/28,Lou's,5.81,"3,880.33",1292,1819
2/28,Cellar,18.5,"4,209.91",874,1819
2/28,Dean's Den,6.54,"1,007.73",330,1819
3/1,Cellar,17.44,"3,981.07",876,1819
3/1,Post Office,10.28,367.04,45,1819
3/1,Lou's,6.23,"1,263.55",392,1819
3/1,ETC,7.97,"9,957.88",3044,1819
3/1,Tylers,7.99,"3,971.93",983,1819
3/1,Passport,7.23,"4,135.70",1534,1819
3/1,Concessions,5.73,"2,136.00",690,1819
3/1,8:15,4.19,"2,087.73",826,1819
3/2,Concessions,8.94,"11,413.00",2466,1819
3/2,Cellar,15.1,"4,771.88",1127,1819
3/2,ETC,7.79,"7,894.88",2403,1819
3/2,Passport,7.73,"1,542.79",570,1819
3/2,8:15,4.28,"1,145.38",456,1819
3/2,Concessions,4.9,377,141,1819
3/2,Concessions,8.95,"13,930.00",2982,1819
3/3,Dean's Den,7.3,"1,110.02",353,1819
3/3,Concessions,4.56,146,58,1819
3/3,Tylers,8.71,"2,902.53",630,1819
3/3,8:15,4.1,"4,018.50",1564,1819
3/3,ETC,7.97,"10,015.28",2969,1819
3/3,Cellar,16.3,"4,231.17",1038,1819
3/3,Passport,0,0,,1819
3/4,Tylers,7.87,"4,125.03",1019,1819
3/4,8:15,4.02,"5,795.33",2260,1819
3/4,Cellar,16.18,"2,408.93",556,1819
3/4,ETC,6.83,"11,217.46",3521,1819
3/4,Dean's Den,5.98,"1,063.12",368,1819
3/4,Lou's,6.37,"5,191.96",1687,1819
3/4,Post Office,14.55,580.22,41,1819
3/4,Passport,7.12,"5,652.98",2093,1819
3/5,Lou's,6.04,"4,750.85",1540,1819
3/5,Dean's Den,7.04,"1,062.50",340,1819
3/5,Post Office,13.48,457.34,39,1819
3/5,Tylers,7.52,"4,882.65",1203,1819
3/5,Cellar,16.25,"2,817.08",698,1819
3/5,8:15,4.04,"6,066.83",2329,1819
3/5,Concessions,5.72,555,185,1819
3/5,ETC,6.19,"9,644.72",3117,1819
3/5,Passport,6.57,"5,230.76",1919,1819
3/6,Passport,6.81,"4,998.01",1847,1819
3/6,8:15,4.16,"5,624.58",2240,1819
3/6,Tylers,7.47,"4,471.67",1133,1819
3/6,ETC,7.08,"10,484.55",3214,1819
3/6,Cellar,16.38,"4,526.81",1014,1819
3/6,Lou's,6.02,"4,216.72",1361,1819
3/6,Dean's Den,6.82,947.29,319,1819
3/6,Post Office,8.23,235.78,33,1819
3/7,Lou's,5.64,"3,379.50",1052,1819
3/7,Post Office,11.78,363.7,32,1819
3/7,ETC,7.28,"9,908.40",3087,1819
3/7,8:15,4.26,"4,008.45",1536,1819
3/7,Cellar,18.11,"3,181.59",707,1819
3/7,Dean's Den,5.92,940.37,322,1819
3/7,Passport,6.81,"5,278.12",1990,1819
3/7,Tylers,7.83,"5,130.40",1275,1819
3/8,Passport,6.63,"2,685.65",1056,1819
3/8,ETC,9.89,"8,631.45",2695,1819
3/8,Tylers,7.03,"1,768.04",475,1819
3/8,Lou's,6.15,786.46,238,1819
3/8,8:15,4.52,"1,185.11",466,1819
3/8,Post Office,7.21,215.95,29,1819
3/9,Concessions,8.36,"11,014.00",2993,1819
3/9,Tylers,9.53,"2,599.76",620,1819
3/9,Concessions,7.44,"1,666.00",525,1819
3/9,Concessions,8.75,"10,233.00",2725,1819
3/10,Concessions,7.35,463,146,1819
3/10,Tylers,8.59,"1,439.79",360,1819
3/11,Post Office,16.18,355.79,27,1819
3/11,8:15,4.83,303.63,115,1819
3/11,ETC,9.95,"1,355.17",411,1819
3/12,Post Office,13.5,229.18,19,1819
3/12,Concessions,5.88,147,45,1819
3/12,ETC,9.03,"1,249.80",387,1819
3/12,8:15,4.99,368.31,149,1819
3/13,Post Office,26.7,400.11,19,1819
3/13,ETC,7.59,850.5,265,1819
3/13,8:15,5.01,350.93,137,1819
3/13,Lou's,0,0,,1819
3/14,Post Office,14.11,253,25,1819
3/14,8:15,5.09,478.14,177,1819
3/14,ETC,9.87,"1,354.52",382,1819
3/14,Lou's,0,0,,1819
3/14,Passport,0,0,,1819
3/14,Cellar,21.73,482.82,69,1819
3/15,8:15,5.24,495.25,180,1819
3/15,ETC,9.41,"1,637.39",451,1819
3/15,Concessions,5.86,287,94,1819
3/15,Post Office,5.56,61.04,14,1819
3/16,Concessions,5.47,312,108,1819
3/16,Concessions,8.01,"1,561.00",472,1819
3/16,ETC,7.77,"1,602.27",500,1819
3/17,8:15,4.17,902,339,1819
3/17,ETC,9.02,"9,725.66",2764,1819
3/17,Concessions,5.13,421,140,1819
3/18,Lou's,6.32,"5,175.31",1618,1819
3/18,Concessions,4.66,163,64,1819
3/18,Dean's Den,7.1,972.77,319,1819
3/18,Post Office,13.5,619.64,51,1819
3/18,Tylers,8.34,"5,112.40",1159,1819
3/18,Passport,6.97,"5,364.33",1976,1819
3/18,ETC,7.65,"12,216.54",3651,1819
3/18,Cellar,17.27,"3,055.51",650,1819
3/18,8:15,3.94,"4,803.41",1869,1819
3/19,Cellar,16.83,"3,771.52",865,1819
3/19,ETC,7.01,"11,048.16",3352,1819
3/19,Passport,6.94,"5,430.84",2017,1819
3/19,Tylers,8.29,"5,962.75",1364,1819
3/19,8:15,4.09,"5,185.61",2008,1819
3/19,Dean's Den,6.4,946.42,324,1819
3/19,Lou's,6.01,"4,616.94",1484,1819
3/19,Post Office,10.12,403.54,41,1819
3/20,Concessions,6.04,169,56,1819
3/20,Lou's,6.78,"4,758.15",1484,1819
3/20,8:15,4.33,"5,098.42",1944,1819
3/20,Post Office,12.25,500.9,43,1819
3/20,ETC,6.87,"10,809.61",3342,1819
3/20,Cellar,16.62,"5,290.10",1129,1819
3/20,Dean's Den,6.6,876.57,307,1819
3/20,Passport,6.89,"5,446.63",1975,1819
3/20,Tylers,7.81,"5,404.91",1248,1819
3/21,Cellar,17.32,"3,248.82",684,1819
3/21,ETC,7.61,"10,791.74",3240,1819
3/21,Passport,7.45,"5,407.61",1927,1819
3/21,Dean's Den,6.7,"1,024.78",326,1819
3/21,Post Office,5.17,80.85,17,1819
3/21,Tylers,8.08,"5,750.11",1334,1819
3/21,8:15,4.22,"4,160.52",1601,1819
3/21,Lou's,6.1,"4,108.31",1307,1819
3/22,Concessions,4.59,133,49,1819
3/22,Post Office,8.86,292.07,38,1819
3/22,8:15,4.26,"2,114.28",823,1819
3/22,Lou's,6.71,"1,452.33",467,1819
3/22,Tylers,8.14,"4,619.10",1067,1819
3/22,Cellar,17.37,"3,551.39",792,1819
3/22,Passport,7.15,"4,594.61",1701,1819
3/22,ETC,7.33,"10,088.77",3082,1819
3/23,ETC,7.42,"8,027.50",2399,1819
3/23,Passport,7.67,"1,827.88",681,1819
3/23,Cellar,15.09,"5,025.74",1073,1819
3/23,Concessions,7.09,227,73,1819
3/23,8:15,4.71,"1,431.92",510,1819
3/24,ETC,7.6,"10,822.84",3236,1819
3/24,8:15,4.33,"5,036.35",1901,1819
3/24,Tylers,9.03,"3,258.13",657,1819
3/24,Concessions,7.13,806,245,1819
3/24,Dean's Den,8.07,"1,185.64",386,1819
3/24,Cellar,15.6,"3,972.05",978,1819
3/24,Concessions,5.05,313,99,1819
3/25,Dean's Den,6.45,"1,140.42",402,1819
3/25,Post Office,9.29,471.33,55,1819
3/25,Cellar,16.05,"3,062.44",736,1819
3/25,Lou's,6.21,"5,284.01",1718,1819
3/25,Passport,7.18,"5,604.06",1858,1819
3/25,Tylers,8.35,"5,836.22",1277,1819
3/25,ETC,6.99,"11,490.58",3555,1819
3/25,8:15,4.18,"5,937.64",2245,1819
3/26,Tylers,8.11,"5,969.24",1388,1819
3/26,8:15,4.44,"6,086.18",2231,1819
3/26,ETC,6.93,"11,609.40",3669,1819
3/26,Passport,7.1,"5,728.19",2021,1819
3/26,Lou's,6.3,"4,876.88",1593,1819
3/26,Cellar,17.72,"3,554.81",779,1819
3/26,Dean's Den,6.04,893,293,1819
3/26,Post Office,7.58,218.97,32,1819
3/27,Dean's Den,6.1,932.92,330,1819
3/27,Lou's,6.01,"4,618.59",1550,1819
3/27,Post Office,10.93,291.85,28,1819
3/27,Tylers,8.22,"5,175.54",1181,1819
3/27,8:15,4.29,"5,706.58",2145,1819
3/27,Cellar,16.99,"6,339.59",1345,1819
3/27,Passport,6.93,"5,564.50",2065,1819
3/27,ETC,7.46,"11,596.68",3557,1819
3/28,8:15,4.32,"4,548.80",1731,1819
3/28,Tylers,8.32,"5,651.99",1307,1819
3/28,Cellar,16.78,"3,922.26",870,1819
3/28,Dean's Den,6.61,878.42,296,1819
3/28,ETC,6.64,"9,510.61",3006,1819
3/28,Passport,7.06,"5,641.61",2006,1819
3/28,Lou's,6.15,"3,916.23",1257,1819
3/28,Post Office,14.15,491.69,36,1819
3/29,Lou's,7.31,"1,585.69",520,1819
3/29,Concessions,6.08,486,153,1819
3/29,Passport,7.17,"4,586.13",1654,1819
3/29,Tylers,8.02,"4,426.27",1041,1819
3/29,Concessions,5.1,587,184,1819
3/29,8:15,4.52,"2,325.66",896,1819
3/29,Cellar,17.36,"4,178.20",972,1819
3/29,Post Office,19.38,793.42,45,1819
3/29,ETC,7.25,"9,042.88",2825,1819
3/30,Passport,7.63,"1,963.46",760,1819
3/30,ETC,7.66,"8,960.11",2722,1819
3/30,Concessions,6.44,"1,462.00",429,1819
3/30,8:15,4.85,"1,246.60",459,1819
3/30,Cellar,14.82,"4,636.35",1016,1819
3/30,Concessions,5.65,514,159,1819
3/31,Tylers,9.83,"3,376.25",691,1819
3/31,Cellar,15.87,"3,456.78",899,1819
3/31,Dean's Den,7.76,976.18,316,1819
3/31,ETC,8.25,"10,596.55",3144,1819
3/31,8:15,4.39,"5,044.71",1873,1819
3/31,Concessions,5.67,204,67,1819
4/1,Cellar,17.35,"2,605.52",593,1819
4/1,ETC,7.08,"11,015.59",3308,1819
4/1,Dean's Den,6.51,715.31,239,1819
4/1,Passport,7.24,"5,557.21",2047,1819
4/1,Post Office,11.54,564.46,57,1819
4/1,Tylers,7.78,"4,724.52",1120,1819
4/1,8:15,4.04,"5,808.08",2258,1819
4/1,Lou's,6.36,"5,382.92",1763,1819
4/2,8:15,4.3,"5,751.59",2161,1819
4/2,Post Office,8.92,355.43,47,1819
4/2,Lou's,5.97,"5,042.73",1676,1819
4/2,ETC,6.89,"10,860.02",3315,1819
4/2,Cellar,22.49,"3,493.40",734,1819
4/2,Tylers,8.03,"5,656.59",1318,1819
4/2,Dean's Den,6.94,"1,088.33",348,1819
4/2,Passport,7.01,"5,339.17",1952,1819
